Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,Brand_Model,AgeGroup,km_per_year,log_kmDriven
Maruti Suzuki,Ignis,6,44000.0,Manual,first,Petrol,460000,Maruti Suzuki_Ignis,Mid,7333.333333333333,10.691967639914864
Mahindra,XUV700,2,75000.0,Automatic,first,Diesel,1800000,Mahindra_XUV700,New,37500.0,11.225256725762893
Maruti Suzuki,Swift,7,25000.0,Manual,second,Petrol,415000,Maruti Suzuki_Swift,Mid,3571.4285714285716,10.12667110305036
Hyundai,Creta,4,67000.0,Automatic,first,Petrol,1465000,Hyundai_Creta,Recent,16750.0,11.112462823634855
Honda,Amaze,9,85000.0,Manual,second,Diesel,390000,Honda_Amaze,Mid,9444.444444444445,11.350418300109132
Toyota,Innova,9,125000.0,Manual,first,Diesel,649000,Toyota_Innova,Mid,13888.888888888889,11.736077016252437
Hyundai,Verna,5,56000.0,Automatic,first,Petrol,775000,Hyundai_Verna,Recent,11200.0,10.933124826700707
Mercedes-Benz,GLA,2,20500.0,Automatic,first,Petrol,4950000,Mercedes-Benz_GLA,New,10250.0,9.928228944424575
Volkswagen,Polo,7,77142.0,Manual,second,Petrol,460000,Volkswagen_Polo,Mid,11020.285714285714,11.253416121335281
Honda,City,13,55000.0,Automatic,second,Petrol,299000,Honda_City,Old,4230.7692307692305,10.915106645867503
Nissan,Micra,12,75000.0,Manual,second,Petrol,180000,Nissan_Micra,Old,6250.0,11.225256725762893
Hyundai,Verna,12,128000.0,Manual,second,Diesel,350000,Hyundai_Verna,Old,10666.666666666666,11.759793355371237
Honda,City,7,49000.0,Automatic,first,Petrol,885000,Honda_City,Mid,7000.0,10.799595985047786
Tata,Tiago Nrg,3,65137.5,Automatic,first,Petrol,430000,Tata_Tiago Nrg,Recent,21712.5,11.084271051239332
Mahindra,XUV500,11,61000.0,Manual,first,Diesel,491000,Mahindra_XUV500,Old,5545.454545454545,11.0186455364637
Maruti Suzuki,Swift,17,111702.0,Manual,second,Petrol,190000,Maruti Suzuki_Swift,Old,6570.705882352941,11.623598842351063
Maruti Suzuki,Omni,6,46000.0,Manual,first,Petrol,289999,Maruti Suzuki_Omni,Mid,7666.666666666667,10.736418414365376
Mahindra,Scorpio,9,141000.0,Manual,second,Diesel,775000,Mahindra_Scorpio,Mid,15666.666666666666,11.856522261533737
Volkswagen,Vento,13,114000.0,Manual,second,Diesel,375000,Volkswagen_Vento,Old,8769.23076923077,11.643962499267984
Renault,KWID,7,63663.0,Automatic,second,Petrol,325000,Renault_KWID,Mid,9094.714285714286,11.06137453266671
BMW,1 Series,11,120000.0,Automatic,second,Diesel,975000,BMW_1 Series,Old,10909.09090909091,11.695255355062795
Hyundai,i20,13,36300.0,Manual,second,Petrol,195000,Hyundai_i20,Old,2792.3076923076924,10.499600568082863
Audi,Q3,7,86000.0,Automatic,second,Diesel,1700000,Audi_Q3,Mid,12285.714285714286,11.362114203075018
Hyundai,Eon,6,35000.0,Manual,first,Petrol,310000,Hyundai_Eon,Mid,5833.333333333333,10.463131911491967
Maruti Suzuki,Swift,9,80000.0,Manual,second,Diesel,360000,Maruti Suzuki_Swift,Mid,8888.888888888889,11.289794413577894
Maruti Suzuki,Swift,6,62000.0,Manual,first,Petrol,515000,Maruti Suzuki_Swift,Mid,10333.333333333334,11.034905792929415
Renault,Pulse,11,88000.0,Manual,second,Diesel,280000,Renault_Pulse,Old,8000.0,11.385103457032141
Renault,Duster,10,90200.0,Manual,first,Diesel,480000,Renault_Duster,Mid,9020.0,11.409795792463761
MG,Hector,1,20000.0,Automatic,second,Petrol,1750000,MG_Hector,New,20000.0,9.90353755128617
Maruti Suzuki,Wagon-R,7,43000.0,Automatic,second,Petrol,425000,Maruti Suzuki_Wagon-R,Mid,6142.857142857143,10.668978650219241
Volkswagen,VentoTest,13,88000.0,Manual,second,Petrol,199000,Volkswagen_VentoTest,Old,6769.2307692307695,11.385103457032141
Honda,Amaze,9,35000.0,Manual,first,Petrol,490000,Honda_Amaze,Mid,3888.8888888888887,10.463131911491967
Maruti Suzuki,Swift-Dzire,4,39800.0,Manual,first,Petrol,530000,Maruti Suzuki_Swift-Dzire,Recent,9950.0,10.591647316585027
Honda,Amaze,9,65000.0,Manual,first,Petrol,450000,Honda_Amaze,Mid,7222.222222222223,11.082157933374816
Maruti Suzuki,Alto-800,4,59000.0,Manual,second,Petrol,335000,Maruti Suzuki_Alto-800,Recent,14750.0,10.985309671896763
Skoda,Rapid,7,67000.0,Automatic,first,Diesel,745000,Skoda_Rapid,Mid,9571.42857142857,11.112462823634855
Audi,A4,9,135000.0,Automatic,second,Diesel,1650000,Audi_A4,Mid,15000.0,11.813037464800539
Tata,Nexon,4,69000.0,Automatic,first,Petrol,624000,Tata_Nexon,Recent,17250.0,11.141876276228
Honda,City,8,67000.0,Automatic,second,Petrol,675000,Honda_City,Mid,8375.0,11.112462823634855
Maruti Suzuki,Swift,0,2600.0,Automatic,first,Petrol,865000,Maruti Suzuki_Swift,New,2600.0,7.8636512654486515
BMW,X3,8,50000.0,Automatic,second,Diesel,2050000,BMW_X3,Mid,6250.0,10.819798284210286
Tata,Altroz,2,11400.0,Manual,first,Petrol,699000,Tata_Altroz,New,5700.0,9.34145634983372
Maruti Suzuki,Swift-Dzire,12,64000.0,Manual,first,Petrol,390000,Maruti Suzuki_Swift-Dzire,Old,5333.333333333333,11.06665398721974
Jeep,Compass,5,72000.0,Automatic,second,Diesel,1865000,Jeep_Compass,Recent,14400.0,11.184435286790631
Audi,A4,8,98000.0,Automatic,second,Diesel,1375000,Audi_A4,Mid,12250.0,11.49273296168228
Tata,Hexa,7,90000.0,Manual,second,Diesel,700000,Tata_Hexa,Mid,12857.142857142857,11.407576060361786
Hyundai,Creta,7,82000.0,Automatic,first,Diesel,730000,Hyundai_Creta,Mid,11714.285714285714,11.314486721293981
Hyundai,Grand i10,6,55000.0,Manual,second,Petrol,435000,Hyundai_Grand i10,Mid,9166.666666666666,10.915106645867503
Toyota,Fortuner,1,20000.0,Automatic,first,Diesel,3850000,Toyota_Fortuner,New,20000.0,9.90353755128617
Mercedes-Benz,E-Class,12,101000.0,Automatic,second,Diesel,825000,Mercedes-Benz_E-Class,Old,8416.666666666666,11.522885696764481
Mercedes-Benz,M-Class,10,86000.0,Automatic,first,Diesel,1475000,Mercedes-Benz_M-Class,Mid,8600.0,11.362114203075018
Maruti Suzuki,Ertiga,10,141000.0,Manual,first,Diesel,649000,Maruti Suzuki_Ertiga,Mid,14100.0,11.856522261533737
Volkswagen,VentoTest,8,56000.0,Automatic,second,Petrol,449000,Volkswagen_VentoTest,Mid,7000.0,10.933124826700707
Honda,Jazz,8,69000.0,Automatic,second,Petrol,510000,Honda_Jazz,Mid,8625.0,11.141876276228
Volkswagen,VentoTest,8,65000.0,Automatic,second,Petrol,499999,Volkswagen_VentoTest,Mid,8125.0,11.082157933374816
Toyota,Innova Crysta,4,108000.0,Manual,first,Diesel,1895000,Toyota_Innova Crysta,Recent,27000.0,11.58989576532275
Maruti Suzuki,Wagon-R,10,70000.0,Manual,first,Petrol,335000,Maruti Suzuki_Wagon-R,Mid,7000.0,11.156264806643742
Honda,Jazz,9,36500.0,Automatic,first,Petrol,450000,Honda_Jazz,Mid,4055.5555555555557,10.505094936455558
Volvo,S 80,12,138000.0,Automatic,first,Diesel,655000,Volvo_S 80,Old,11500.0,11.835016210489899
Maruti Suzuki,Alto-K10,7,84000.0,Manual,second,Petrol,300000,Maruti Suzuki_Alto-K10,Mid,12000.0,11.338583982516495
Maruti Suzuki,Swift-Dzire,15,160000.0,Manual,second,Diesel,300000,Maruti Suzuki_Swift-Dzire,Old,10666.666666666666,11.982935344196433
Hyundai,Elite i20,9,46000.0,Manual,second,Petrol,575000,Hyundai_Elite i20,Mid,5111.111111111111,10.736418414365376
Skoda,Octavia,7,51000.0,Automatic,first,Petrol,890000,Skoda_Octavia,Mid,7285.714285714285,10.839600519357369
Volkswagen,Polo,3,30000.0,Automatic,first,Petrol,1230000,Volkswagen_Polo,Recent,10000.0,10.308985993422082
Honda,CRV,7,113000.0,Automatic,second,Petrol,1450000,Honda_CRV,Mid,16142.857142857143,11.635151947212842
Jeep,Compass,7,65000.0,Manual,second,Diesel,875000,Jeep_Compass,Mid,9285.714285714286,11.082157933374816
Toyota,Innova,9,198000.0,Manual,first,Diesel,775000,Toyota_Innova,Mid,22000.0,12.19602736016897
Ford,Endeavour,12,116574.0,Automatic,second,Diesel,850000,Ford_Endeavour,Old,9714.5,11.666290121676521
Maruti Suzuki,Dzire,3,15000.0,Automatic,first,Petrol,795000,Maruti Suzuki_Dzire,Recent,5000.0,9.61587214452889
Maruti Suzuki,Swift-Dzire,3,64000.0,Automatic,first,Petrol,650000,Maruti Suzuki_Swift-Dzire,Recent,21333.333333333332,11.06665398721974
Honda,Jazz,6,81000.0,Automatic,first,Petrol,625000,Honda_Jazz,Mid,13500.0,11.302216779257382
Hyundai,Aura,3,20000.0,Manual,second,Petrol,565000,Hyundai_Aura,Recent,6666.666666666667,9.90353755128617
Maruti Suzuki,Swift,1,16000.0,Automatic,first,Petrol,845000,Maruti Suzuki_Swift,New,16000.0,9.680406499268875
Hyundai,i20,2,7700.0,Manual,first,Petrol,760000,Hyundai_i20,New,3850.0,8.94910546953925
Mercedes-Benz,M-Class,10,120000.0,Automatic,first,Diesel,2400000,Mercedes-Benz_M-Class,Mid,12000.0,11.695255355062795
Maruti Suzuki,Swift,1,11000.0,Automatic,first,Petrol,725000,Maruti Suzuki_Swift,New,11000.0,9.305741456739435
Maruti Suzuki,Ertiga,4,18000.0,Manual,first,Petrol,899000,Maruti Suzuki_Ertiga,Recent,4500.0,9.798182590890704
Maruti Suzuki,Eeco,4,30000.0,Automatic,first,Petrol,350000,Maruti Suzuki_Eeco,Recent,7500.0,10.308985993422082
BMW,6 Series,6,52000.0,Automatic,first,Diesel,4325111,BMW_6 Series,Mid,8666.666666666666,10.859018228147887
Toyota,Innova Crysta,6,80000.0,Manual,first,Diesel,2100000,Toyota_Innova Crysta,Mid,13333.333333333334,11.289794413577894
Toyota,Innova Crysta,6,53000.0,Automatic,second,Diesel,1399999,Toyota_Innova Crysta,Mid,8833.333333333334,10.87806606028079
Tata,Indigo Ecs,8,43500.0,Manual,second,Diesel,260000,Tata_Indigo Ecs,Mid,5437.5,10.680539205318292
Hyundai,Eon,8,50000.0,Manual,first,Petrol,335000,Hyundai_Eon,Mid,6250.0,10.819798284210286
Toyota,Fortuner,12,185000.0,Automatic,second,Diesel,1350000,Toyota_Fortuner,Old,15416.666666666666,12.128116509451258
Honda,WRV,7,84000.0,Manual,first,Diesel,525000,Honda_WRV,Mid,12000.0,11.338583982516495
Skoda,Kodiaq,3,25296.0,Automatic,first,Petrol,3299000,Skoda_Kodiaq,Recent,8432.0,10.138441090609696
Renault,Duster,5,79200.0,Automatic,first,Diesel,712000,Renault_Duster,Recent,15840.0,11.279744203985432
Skoda,Rapid,5,60110.0,Automatic,second,Petrol,545000,Skoda_Rapid,Recent,12022.0,11.003948132061856
Toyota,Fortuner,1,6400.0,Automatic,first,Diesel,4250000,Toyota_Fortuner,New,6400.0,8.764209507142004
Maruti Suzuki,Swift-Dzire,9,58200.0,Manual,second,Petrol,445000,Maruti Suzuki_Swift-Dzire,Mid,6466.666666666667,10.971657815702502
Maruti Suzuki,Alto-800,11,16231.0,Manual,first,Petrol,185101,Maruti Suzuki_Alto-800,Old,1475.5454545454545,9.694739881505651
Maruti Suzuki,Swift-Dzire,5,65000.0,Automatic,first,Diesel,615000,Maruti Suzuki_Swift-Dzire,Recent,13000.0,11.082157933374816
Hyundai,i10,15,16000.0,Automatic,first,Petrol,325000,Hyundai_i10,Old,1066.6666666666667,9.680406499268875
Hyundai,Santro Xing,18,32950.0,Manual,second,Petrol,105000,Hyundai_Santro Xing,Old,1830.5555555555557,10.402776888483789
Mercedes-Benz,GL-Class,11,100000.0,Automatic,second,Diesel,2400000,Mercedes-Benz_GL-Class,Old,9090.90909090909,11.51293546492023
Maruti Suzuki,Ertiga,7,68000.0,Manual,first,Diesel,675000,Maruti Suzuki_Ertiga,Mid,9714.285714285714,11.127277689932466
Toyota,Innova Crysta,8,125000.0,Automatic,first,Diesel,1270000,Toyota_Innova Crysta,Mid,15625.0,11.736077016252437
Hyundai,Alcazar,3,40500.0,Automatic,first,Petrol,1659000,Hyundai_Alcazar,Recent,13500.0,10.609081944147828
MG,Hector,4,45000.0,Automatic,second,Petrol,1225000,MG_Hector,Recent,11250.0,10.714439990727769
Honda,Jazz,12,59600.0,Manual,second,Petrol,250000,Honda_Jazz,Old,4966.666666666667,10.995427631436174
Hyundai,Elantra,9,80000.0,Manual,first,Petrol,585000,Hyundai_Elantra,Mid,8888.888888888889,11.289794413577894
Maruti Suzuki,Swift-Dzire-Tour,8,107000.0,Manual,second,Diesel,385000,Maruti Suzuki_Swift-Dzire-Tour,Mid,13375.0,11.580593459194764
Maruti Suzuki,Alto-K10,11,65321.0,Manual,first,Petrol,189101,Maruti Suzuki_Alto-K10,Old,5938.272727272727,11.087084165109236
Mercedes-Benz,C-Class,14,130000.0,Automatic,second,Diesel,750000,Mercedes-Benz_C-Class,Old,9285.714285714286,11.775297421715827
Jaguar,XF,8,76000.0,Automatic,second,Diesel,2500000,Jaguar_XF,Mid,9500.0,11.23850177707664
Maruti Suzuki,Swift-Dzire,7,32000.0,Automatic,second,Petrol,720000,Maruti Suzuki_Swift-Dzire,Mid,4571.428571428572,10.373522431293592
Volkswagen,VentoTest,7,56300.0,Manual,second,Petrol,599999,Volkswagen_VentoTest,Mid,8042.857142857143,10.938467575959383
Maruti Suzuki,Ritz,14,195000.0,Manual,second,Petrol,250000,Maruti Suzuki_Ritz,Old,13928.57142857143,12.180759965737863
Datsun,Redi Go,5,15698.0,Automatic,second,Petrol,280000,Datsun_Redi Go,Recent,3139.6,9.661352295040318
Maruti Suzuki,Swift,14,120000.0,Automatic,second,Diesel,130000,Maruti Suzuki_Swift,Old,8571.42857142857,11.695255355062795
MG,Hector,1,7600.0,Automatic,first,Petrol,2185000,MG_Hector,New,7600.0,8.936035096566041
Maruti Suzuki,Alto,19,60000.0,Manual,second,Petrol,75000,Maruti Suzuki_Alto,Old,3157.8947368421054,11.002116507732017
Mercedes-Benz,GLA,2,16500.0,Automatic,first,Diesel,4950000,Mercedes-Benz_GLA,New,8250.0,9.711176264112805
Mercedes-Benz,GLC,7,15000.0,Automatic,first,Diesel,4290000,Mercedes-Benz_GLC,Mid,2142.8571428571427,9.61587214452889
Jeep,Meridian,1,16000.0,Automatic,first,Diesel,3495000,Jeep_Meridian,New,16000.0,9.680406499268875
Renault,Duster,11,98325.0,Manual,second,Diesel,265000,Renault_Duster,Old,8938.636363636364,11.496043767601712
Maruti Suzuki,Alto-K10,8,75000.0,Manual,second,Petrol,238000,Maruti Suzuki_Alto-K10,Mid,9375.0,11.225256725762893
Volkswagen,Polo,3,14500.0,Manual,second,Petrol,575000,Volkswagen_Polo,Recent,4833.333333333333,9.581972891547895
Force,Motors FM Gurkha,2,21000.0,Manual,first,Diesel,1025000,Force_Motors FM Gurkha,New,10500.0,9.952325334619427
Hyundai,Santa Fe,10,62394.0,Automatic,second,Diesel,799999,Hyundai_Santa Fe,Mid,6239.4,11.041240422941955
Mahindra,XUV500,8,95000.0,Manual,first,Diesel,745000,Mahindra_XUV500,Mid,11875.0,11.461642696843066
Nissan,Kicks,5,125000.0,Manual,first,Diesel,775000,Nissan_Kicks,Recent,25000.0,11.736077016252437
Honda,City,10,61000.0,Manual,second,Petrol,475000,Honda_City,Mid,6100.0,11.0186455364637
Hyundai,i10,8,41258.0,Manual,first,Petrol,335000,Hyundai_i10,Mid,5157.25,10.627624549782817
Maruti Suzuki,Alto-K10,6,46000.0,Automatic,first,Petrol,345000,Maruti Suzuki_Alto-K10,Mid,7666.666666666667,10.736418414365376
Hyundai,Verna,11,82000.0,Manual,second,Diesel,392000,Hyundai_Verna,Old,7454.545454545455,11.314486721293981
Maruti Suzuki,Wagon-R,18,59700.0,Manual,second,Petrol,145000,Maruti Suzuki_Wagon-R,Old,3316.6666666666665,10.997104049659168
Renault,KWID,5,60000.0,Automatic,second,Petrol,320000,Renault_KWID,Recent,12000.0,11.002116507732017
Hyundai,Creta,9,76000.0,Manual,second,Diesel,865000,Hyundai_Creta,Mid,8444.444444444445,11.23850177707664
Toyota,Fortuner,9,130000.0,Manual,second,Diesel,1250000,Toyota_Fortuner,Mid,14444.444444444445,11.775297421715827
Ford,Endeavour,7,78000.0,Automatic,first,Diesel,1999000,Ford_Endeavour,Mid,11142.857142857143,11.264476926102367
Maruti Suzuki,Wagon R,15,61000.0,Manual,second,Petrol,126000,Maruti Suzuki_Wagon R,Old,4066.6666666666665,11.0186455364637
Maruti Suzuki,Swift,12,72000.0,Manual,second,Petrol,335000,Maruti Suzuki_Swift,Old,6000.0,11.184435286790631
Audi,Q5,10,77000.0,Automatic,second,Diesel,1849999,Audi_Q5,Mid,7700.0,11.251573687764477
Audi,A3,8,94000.0,Automatic,first,Diesel,1399000,Audi_A3,Mid,11750.0,11.451060699493427
Maruti Suzuki,Swift,12,125000.0,Automatic,first,Diesel,340000,Maruti Suzuki_Swift,Old,10416.666666666666,11.736077016252437
Hyundai,Verna,8,64000.0,Manual,first,Diesel,590000,Hyundai_Verna,Mid,8000.0,11.06665398721974
Hyundai,Fluidic Verna,11,64000.0,Automatic,second,Diesel,465000,Hyundai_Fluidic Verna,Old,5818.181818181818,11.06665398721974
Maruti Suzuki,Swift,10,106000.0,Manual,second,Diesel,470000,Maruti Suzuki_Swift,Mid,10600.0,11.571203807011969
Tata,Nano,8,39000.0,Automatic,first,Petrol,239999,Tata_Nano,Mid,4875.0,10.571342565808699
Maruti Suzuki,Swift,9,102000.0,Manual,second,Diesel,410000,Maruti Suzuki_Swift,Mid,11333.333333333334,11.532737896139919
Mini,Cooper Convertible,5,25000.0,Automatic,second,Petrol,3850000,Mini_Cooper Convertible,Recent,5000.0,10.12667110305036
Hyundai,Grand i10,8,25000.0,Automatic,first,Petrol,495000,Hyundai_Grand i10,Mid,3125.0,10.12667110305036
Hyundai,Elantra,9,53500.0,Manual,first,Diesel,700000,Hyundai_Elantra,Mid,5944.444444444444,10.887455624298198
Maruti Suzuki,Ertiga,5,73000.0,Manual,first,Diesel,1090000,Maruti Suzuki_Ertiga,Recent,14600.0,11.19822841866684
Mitsubishi,Outlander,15,64800.0,Automatic,second,Petrol,549200,Mitsubishi_Outlander,Old,4320.0,11.079076314320059
BMW,3 Series,11,75000.0,Automatic,second,Diesel,799000,BMW_3 Series,Old,6818.181818181818,11.225256725762893
Maruti Suzuki,Swift,15,169000.0,Manual,second,Diesel,295000,Maruti Suzuki_Swift,Old,11266.666666666666,12.037659911047468
MG,Hector,3,36000.0,Automatic,first,Petrol,1600000,MG_Hector,Recent,12000.0,10.491301994830229
Maruti Suzuki,Ciaz,9,74000.0,Manual,first,Diesel,495000,Maruti Suzuki_Ciaz,Mid,8222.222222222223,11.211833885608513
Maruti Suzuki,Wagon-R-1-0,8,44000.0,Automatic,second,Petrol,375000,Maruti Suzuki_Wagon-R-1-0,Mid,5500.0,10.691967639914864
Volkswagen,Polo,11,163000.0,Manual,first,Diesel,310000,Volkswagen_Polo,Old,14818.181818181818,12.001511614739405
Maruti Suzuki,Ertiga,8,50000.0,Manual,first,Diesel,700000,Maruti Suzuki_Ertiga,Mid,6250.0,10.819798284210286
Ford,Ecosport,7,48082.0,Automatic,first,Petrol,665000,Ford_Ecosport,Mid,6868.857142857143,10.780683963269196
Tata,Harrier,2,31000.0,Automatic,first,Diesel,2050000,Tata_Harrier,New,15500.0,10.34177474101152
Mercedes-Benz,GLE Class,6,60000.0,Automatic,second,Diesel,4500000,Mercedes-Benz_GLE Class,Mid,10000.0,11.002116507732017
Maruti Suzuki,Swift-Dzire,6,43000.0,Automatic,first,Petrol,520000,Maruti Suzuki_Swift-Dzire,Mid,7166.666666666667,10.668978650219241
Hyundai,Grand i10 Nios,2,18400.0,Automatic,first,Petrol,850000,Hyundai_Grand i10 Nios,New,9200.0,9.820160289946374
Tata,Tigor,2,4600.0,Automatic,second,Petrol,675000,Tata_Tigor,New,2300.0,8.434028950155469
Maruti Suzuki,Vitara Brezza,6,72000.0,Automatic,first,Diesel,765000,Maruti Suzuki_Vitara Brezza,Mid,12000.0,11.184435286790631
Honda,Civic,5,45000.0,Automatic,first,Petrol,1550000,Honda_Civic,Recent,9000.0,10.714439990727769
Mahindra,XUV500,7,90000.0,Manual,first,Diesel,995000,Mahindra_XUV500,Mid,12857.142857142857,11.407576060361786
Maruti Suzuki,Vitara-Brezza,6,117000.0,Automatic,second,Diesel,785000,Maruti Suzuki_Vitara-Brezza,Mid,19500.0,11.669937760751914
BMW,3 Series Gran Limousine,12,51000.0,Automatic,second,Diesel,649000,BMW_3 Series Gran Limousine,Old,4250.0,10.839600519357369
Mercedes-Benz,GLS,7,53000.0,Automatic,first,Diesel,5175111,Mercedes-Benz_GLS,Mid,7571.428571428572,10.87806606028079
Maruti Suzuki,Swift,6,66000.0,Automatic,second,Petrol,575000,Maruti Suzuki_Swift,Mid,11000.0,11.097425172408931
Volkswagen,Jetta,10,89000.0,Automatic,first,Diesel,750000,Volkswagen_Jetta,Mid,8900.0,11.39640288460621
Chevrolet,Beat,10,67000.0,Manual,second,Diesel,145000,Chevrolet_Beat,Mid,6700.0,11.112462823634855
Audi,Q5,6,57000.0,Automatic,first,Petrol,2900000,Audi_Q5,Mid,9500.0,10.950824090522445
Mercedes-Benz,C-Class,7,60000.0,Automatic,first,Diesel,3150000,Mercedes-Benz_C-Class,Mid,8571.42857142857,11.002116507732017
Toyota,Innova,14,101412.0,Manual,second,Diesel,395000,Toyota_Innova,Old,7243.714285714285,11.526956567049849
Honda,City,9,68530.0,Manual,first,Petrol,475000,Honda_City,Mid,7614.444444444444,11.13504147662283
Tata,Harrier,5,73000.0,Manual,first,Diesel,1149000,Tata_Harrier,Recent,14600.0,11.19822841866684
Maruti Suzuki,Wagon-R,6,62000.0,Manual,second,Petrol,397000,Maruti Suzuki_Wagon-R,Mid,10333.333333333334,11.034905792929415
Honda,Amaze,9,40500.0,Manual,second,Petrol,415000,Honda_Amaze,Mid,4500.0,10.609081944147828
Maruti Suzuki,800,10,48000.0,Automatic,second,Petrol,180000,Maruti Suzuki_800,Mid,4800.0,10.778977123006351
Hyundai,Verna,6,70111.0,Manual,first,Diesel,1025000,Hyundai_Verna,Mid,11685.166666666666,11.157849242395192
Hyundai,Eon,7,68000.0,Manual,second,Petrol,265000,Hyundai_Eon,Mid,9714.285714285714,11.127277689932466
BMW,3 Series,11,57000.0,Automatic,first,Diesel,1200000,BMW_3 Series,Old,5181.818181818182,10.950824090522445
Tata,Nano,9,34000.0,Manual,first,Petrol,70000,Tata_Nano,Mid,3777.777777777778,10.434145214930487
Honda,City,10,170000.0,Manual,second,Diesel,670000,Honda_City,Mid,17000.0,12.04355959836804
Land Rover,Range Rover Sport,1,18650.0,Automatic,first,Diesel,16500000,Land Rover_Range Rover Sport,New,18650.0,9.833655042937448
Volkswagen,VentoTest,12,47000.0,Manual,first,Diesel,298000,Volkswagen_VentoTest,Old,3916.6666666666665,10.757924157061597
Chevrolet,Cruze,8,65000.0,Automatic,second,Diesel,525000,Chevrolet_Cruze,Mid,8125.0,11.082157933374816
Kia,Carnival,4,61000.0,Automatic,first,Diesel,3000000,Kia_Carnival,Recent,15250.0,11.0186455364637
Hyundai,Grand i10,10,51000.0,Manual,second,Petrol,375000,Hyundai_Grand i10,Mid,5100.0,10.839600519357369
Hyundai,Venue,2,3000.0,Manual,first,Petrol,1160000,Hyundai_Venue,New,1500.0,8.006700845440367
Hyundai,Creta,4,70000.0,Automatic,second,Petrol,1155000,Hyundai_Creta,Recent,17500.0,11.156264806643742
Honda,Brio,11,76000.0,Manual,second,Petrol,185000,Honda_Brio,Old,6909.090909090909,11.23850177707664
Maruti Suzuki,Baleno,4,52450.0,Manual,first,Petrol,610000,Maruti Suzuki_Baleno,Recent,13112.5,10.867634679419623
Mahindra,XUV500,10,100000.0,Manual,second,Diesel,470000,Mahindra_XUV500,Mid,10000.0,11.51293546492023
Maruti Suzuki,Ciaz,9,83000.0,Manual,second,Diesel,425000,Maruti Suzuki_Ciaz,Mid,9222.222222222223,11.326607934898927
Hyundai,i10,14,64000.0,Manual,first,Petrol,249999,Hyundai_i10,Old,4571.428571428572,11.06665398721974
Maruti Suzuki,Wagon-R,7,95000.0,Manual,second,Petrol,280000,Maruti Suzuki_Wagon-R,Mid,13571.42857142857,11.461642696843066
