Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,Brand_Model,AgeGroup,km_per_year,log_kmDriven
Maruti Suzuki,XL6,3,40000.0,Manual,second,Petrol,935000,Maruti Suzuki_XL6,Recent,13333.333333333334,10.596659732783579
Maruti Suzuki,Sx4,17,60000.0,Manual,second,Petrol,125000,Maruti Suzuki_Sx4,Old,3529.4117647058824,11.002116507732017
Isuzu,MUX,7,75000.0,Automatic,first,Diesel,1450000,Isuzu_MUX,Mid,10714.285714285714,11.225256725762893
Hyundai,New i20,10,55000.0,Manual,second,Petrol,465000,Hyundai_New i20,Mid,5500.0,10.915106645867503
Volkswagen,VentoTest,13,78000.0,Manual,second,Diesel,290000,Volkswagen_VentoTest,Old,6000.0,11.264476926102367
Maruti Suzuki,Swift-Dzire,7,101000.0,Manual,first,Diesel,650000,Maruti Suzuki_Swift-Dzire,Mid,14428.57142857143,11.522885696764481
Maruti Suzuki,Alto,19,65137.5,Manual,second,Petrol,40000,Maruti Suzuki_Alto,Old,3428.2894736842104,11.084271051239332
Mahindra,Jeep,16,9350.0,Manual,second,Diesel,400000,Mahindra_Jeep,Old,584.375,9.143238568435446
Maruti Suzuki,Swift-Dzire,9,67000.0,Manual,second,Petrol,349999,Maruti Suzuki_Swift-Dzire,Mid,7444.444444444444,11.112462823634855
Volkswagen,Polo,9,90000.0,Manual,second,Diesel,390000,Volkswagen_Polo,Mid,10000.0,11.407576060361786
Tata,Safari Storme,7,81000.0,Manual,second,Diesel,725000,Tata_Safari Storme,Mid,11571.42857142857,11.302216779257382
Maruti Suzuki,Wagon-R,13,72000.0,Manual,second,Hybrid/CNG,265000,Maruti Suzuki_Wagon-R,Old,5538.461538461538,11.184435286790631
Maruti Suzuki,Wagon-R,12,28000.0,Manual,second,Hybrid/CNG,299000,Maruti Suzuki_Wagon-R,Old,2333.3333333333335,10.239995502805316
Mahindra,Scorpio Classic,3,64000.0,Manual,second,Diesel,1231000,Mahindra_Scorpio Classic,Recent,21333.333333333332,11.06665398721974
Mahindra,Scorpio,9,93000.0,Manual,first,Diesel,675000,Mahindra_Scorpio,Mid,10333.333333333334,11.440365524765756
Tata,Nexon,5,41000.0,Automatic,second,Petrol,525000,Tata_Nexon,Recent,8200.0,10.62135173563291
Honda,Amaze,5,56000.0,Manual,first,Hybrid/CNG,555000,Honda_Amaze,Recent,11200.0,10.933124826700707
Volkswagen,VentoTest,5,28000.0,Manual,first,Petrol,850000,Volkswagen_VentoTest,Recent,5600.0,10.239995502805316
Honda,City,14,93500.0,Manual,second,Petrol,209999,Honda_City,Old,6678.571428571428,11.445727410406752
Hyundai,Santro Xing,17,95000.0,Manual,first,Petrol,60000,Hyundai_Santro Xing,Old,5588.235294117647,11.461642696843066
Audi,A3,9,140000.0,Automatic,second,Diesel,1275000,Audi_A3,Mid,15555.555555555555,11.849404844423074
Honda,WRV,6,80000.0,Manual,second,Diesel,630000,Honda_WRV,Mid,13333.333333333334,11.289794413577894
Maruti Suzuki,XL6,3,64000.0,Manual,first,Petrol,925000,Maruti Suzuki_XL6,Recent,21333.333333333332,11.06665398721974
Renault,Duster,8,84000.0,Manual,second,Hybrid/CNG,450000,Renault_Duster,Mid,10500.0,11.338583982516495
Mercedes-Benz,GLC,5,30000.0,Automatic,second,Diesel,4990000,Mercedes-Benz_GLC,Recent,6000.0,10.308985993422082
Skoda,Octavia,6,94425.0,Automatic,first,Diesel,1300000,Skoda_Octavia,Mid,15737.5,11.455571737940254
Toyota,Corolla Altis,14,72000.0,Manual,second,Petrol,225000,Toyota_Corolla Altis,Old,5142.857142857143,11.184435286790631
Chevrolet,Optra Magnum,14,56700.0,Automatic,second,Petrol,135000,Chevrolet_Optra Magnum,Old,4050.0,10.945547126244623
Audi,A4,7,29600.0,Automatic,second,Diesel,2049000,Audi_A4,Mid,4228.571428571428,10.295563423525277
Audi,A4,7,95000.0,Automatic,first,Diesel,1700000,Audi_A4,Mid,13571.42857142857,11.461642696843066
Toyota,Corolla Altis,10,89000.0,Automatic,second,Hybrid/CNG,550000,Toyota_Corolla Altis,Mid,8900.0,11.39640288460621
Maruti Suzuki,Wagon-R,9,100000.0,Automatic,second,Hybrid/CNG,250000,Maruti Suzuki_Wagon-R,Mid,11111.111111111111,11.51293546492023
Maruti Suzuki,maruti-suzuki-dzire,12,47259.0,Manual,second,Hybrid/CNG,325000,Maruti Suzuki_maruti-suzuki-dzire,Old,3938.25,10.763419550740899
Honda,City,13,78000.0,Manual,second,Petrol,215000,Honda_City,Old,6000.0,11.264476926102367
Hyundai,Venue,5,60000.0,Manual,first,Diesel,745000,Hyundai_Venue,Recent,12000.0,11.002116507732017
Maruti Suzuki,Omni,8,111000.0,Automatic,second,Hybrid/CNG,200000,Maruti Suzuki_Omni,Mid,13875.0,11.6172944892629
Hyundai,Grand i10,9,43000.0,Manual,second,Petrol,349000,Hyundai_Grand i10,Mid,4777.777777777777,10.668978650219241
Hyundai,Venue,2,17000.0,Manual,first,Petrol,830000,Hyundai_Venue,New,8500.0,9.741027444837728
Hyundai,Grand i10,9,48000.0,Manual,first,Petrol,365000,Hyundai_Grand i10,Mid,5333.333333333333,10.778977123006351
Toyota,2.8 Legender 4X2,0,6000.0,Automatic,first,Diesel,5500000,Toyota_2.8 Legender 4X2,New,6000.0,8.699681400989514
Maruti Suzuki,Ertiga,8,62000.0,Manual,first,Hybrid/CNG,619000,Maruti Suzuki_Ertiga,Mid,7750.0,11.034905792929415
Honda,Amaze,3,32000.0,Automatic,first,Petrol,590000,Honda_Amaze,Recent,10666.666666666666,10.373522431293592
Tata,Harrier,3,71000.0,Automatic,first,Diesel,1750000,Tata_Harrier,Recent,23666.666666666668,11.170449240431308
Chevrolet,Spark,14,93000.0,Manual,second,Petrol,169000,Chevrolet_Spark,Old,6642.857142857143,11.440365524765756
Hyundai,Santro,5,34000.0,Manual,first,Hybrid/CNG,489000,Hyundai_Santro,Recent,6800.0,10.434145214930487
Toyota,Yaris,3,32000.0,Automatic,first,Petrol,1025000,Toyota_Yaris,Recent,10666.666666666666,10.373522431293592
Honda,Brio,8,90000.0,Manual,first,Petrol,350000,Honda_Brio,Mid,11250.0,11.407576060361786
Maruti Suzuki,Eeco,6,65000.0,Automatic,first,Hybrid/CNG,450000,Maruti Suzuki_Eeco,Mid,10833.333333333334,11.082157933374816
Maruti Suzuki,Eeco,8,77718.0,Manual,first,Hybrid/CNG,360000,Maruti Suzuki_Eeco,Mid,9714.75,11.260855036707621
Toyota,Urban Cruiser,0,11000.0,Automatic,first,Hybrid/CNG,1800000,Toyota_Urban Cruiser,New,11000.0,9.305741456739435
Mahindra,Scorpio Classic,1,31500.0,Manual,first,Diesel,1690000,Mahindra_Scorpio Classic,New,31500.0,10.357774570341576
Mercedes-Benz,GL-Class,9,115000.0,Automatic,second,Diesel,2490000,Mercedes-Benz_GL-Class,Mid,12777.777777777777,11.652696102959753
Honda,City,14,51000.0,Automatic,first,Hybrid/CNG,192000,Honda_City,Old,3642.8571428571427,10.839600519357369
Audi,A6,12,67000.0,Automatic,second,Diesel,1100000,Audi_A6,Old,5583.333333333333,11.112462823634855
Maruti Suzuki,Eeco,7,120000.0,Automatic,second,Hybrid/CNG,280000,Maruti Suzuki_Eeco,Mid,17142.85714285714,11.695255355062795
Hyundai,i10,13,59800.0,Manual,first,Hybrid/CNG,165999,Hyundai_i10,Old,4600.0,10.998777662206932
Skoda,Rapid,9,39500.0,Manual,second,Petrol,349000,Skoda_Rapid,Mid,4388.888888888889,10.584081267024454
Mahindra,Scorpio,11,87000.0,Manual,second,Diesel,575000,Mahindra_Scorpio,Old,7909.090909090909,11.373674891823535
Maruti Suzuki,Wagon-R-1-0,3,59000.0,Manual,second,Hybrid/CNG,515000,Maruti Suzuki_Wagon-R-1-0,Recent,19666.666666666668,10.985309671896763
Honda,City ZX,16,90000.0,Manual,second,Petrol,145000,Honda_City ZX,Old,5625.0,11.407576060361786
Maruti Suzuki,Baleno,3,47000.0,Manual,second,Petrol,575000,Maruti Suzuki_Baleno,Recent,15666.666666666666,10.757924157061597
Maruti Suzuki,Ertiga,4,62000.0,Manual,first,Hybrid/CNG,975000,Maruti Suzuki_Ertiga,Recent,15500.0,11.034905792929415
Hyundai,Verna,7,89410.0,Manual,first,Diesel,790000,Hyundai_Verna,Mid,12772.857142857143,11.40099899609809
Honda,City ZX,14,100000.0,Automatic,second,Hybrid/CNG,180000,Honda_City ZX,Old,7142.857142857143,11.51293546492023
Honda,Amaze,3,52689.0,Automatic,first,Petrol,710000,Honda_Amaze,Recent,17563.0,10.87218096320333
Jaguar,XF,10,68000.0,Automatic,second,Diesel,1025000,Jaguar_XF,Mid,6800.0,11.127277689932466
Maruti Suzuki,Alto-800,15,76000.0,Manual,second,Hybrid/CNG,175000,Maruti Suzuki_Alto-800,Old,5066.666666666667,11.23850177707664
Volkswagen,Ameo,5,92000.0,Automatic,second,Diesel,640000,Volkswagen_Ameo,Recent,18400.0,11.429554725537322
Maruti Suzuki,Baleno,6,54000.0,Manual,first,Diesel,670000,Maruti Suzuki_Baleno,Mid,9000.0,10.896757843893464
Volkswagen,VentoTest,9,66000.0,Manual,second,Diesel,490000,Volkswagen_VentoTest,Mid,7333.333333333333,11.097425172408931
Hyundai,i20,5,45000.0,Automatic,first,Petrol,725000,Hyundai_i20,Recent,9000.0,10.714439990727769
Audi,A6,12,86310.0,Manual,first,Diesel,950000,Audi_A6,Old,7192.5,11.365712331289558
Hyundai,Eon,11,58836.0,Manual,second,Petrol,235000,Hyundai_Eon,Old,5348.727272727273,10.98252618769156
Toyota,Corolla Altis,7,100000.0,Automatic,second,Petrol,895000,Toyota_Corolla Altis,Mid,14285.714285714286,11.51293546492023
Mahindra,XUV 300,3,69846.0,Automatic,first,Diesel,1090000,Mahindra_XUV 300,Recent,23282.0,11.154062414585958
Maruti Suzuki,Alto-800,9,150000.0,Automatic,second,Petrol,170000,Maruti Suzuki_Alto-800,Mid,16666.666666666668,11.918397239722838
Hyundai,Creta,6,95000.0,Manual,first,Diesel,899000,Hyundai_Creta,Mid,15833.333333333334,11.461642696843066
Mercedes-Benz,GLC Class,3,28000.0,Automatic,first,Diesel,6850000,Mercedes-Benz_GLC Class,Recent,9333.333333333334,10.239995502805316
Toyota,Corolla Altis,12,56000.0,Automatic,second,Hybrid/CNG,365000,Toyota_Corolla Altis,Old,4666.666666666667,10.933124826700707
Maruti Suzuki,Alto-800,5,26000.0,Manual,first,Petrol,330000,Maruti Suzuki_Alto-800,Recent,5200.0,10.165890277802454
Toyota,Corolla Altis,12,115000.0,Manual,second,Diesel,415000,Toyota_Corolla Altis,Old,9583.333333333334,11.652696102959753
Maruti Suzuki,Grand Vitara,3,31000.0,Manual,first,Petrol,745000,Maruti Suzuki_Grand Vitara,Recent,10333.333333333334,10.34177474101152
Tata,Tiago,6,77400.0,Manual,first,Diesel,495000,Tata_Tiago,Mid,12900.0,11.256754979390998
Mercedes-Benz,GLA,8,35300.0,Automatic,second,Diesel,1875000,Mercedes-Benz_GLA,Mid,4412.5,10.471666571132038
Mahindra,Marazzo,4,52000.0,Automatic,first,Diesel,950000,Mahindra_Marazzo,Recent,13000.0,10.859018228147887
Ford,Endeavour,6,49000.0,Automatic,first,Diesel,2490000,Ford_Endeavour,Mid,8166.666666666667,10.799595985047786
Maruti Suzuki,Swift,7,72000.0,Manual,second,Petrol,540000,Maruti Suzuki_Swift,Mid,10285.714285714286,11.184435286790631
Maruti Suzuki,Wagon-R,8,185000.0,Automatic,first,Hybrid/CNG,205000,Maruti Suzuki_Wagon-R,Mid,23125.0,12.128116509451258
Maruti Suzuki,Alto,12,90000.0,Manual,second,Hybrid/CNG,125000,Maruti Suzuki_Alto,Old,7500.0,11.407576060361786
Maruti Suzuki,Alto,19,250000.0,Manual,second,Petrol,75000,Maruti Suzuki_Alto,Old,13157.894736842105,12.429220196836383
Toyota,Innova,13,105000.0,Manual,second,Diesel,421000,Toyota_Innova,Old,8076.923076923077,11.561725152903833
Maruti Suzuki,Celerio,6,54553.0,Manual,second,Petrol,325000,Maruti Suzuki_Celerio,Mid,9092.166666666666,10.906946315795638
Kia,Sonet,3,77000.0,Manual,first,Diesel,1151000,Kia_Sonet,Recent,25666.666666666668,11.251573687764477
Tata,Nexon,2,55000.0,Automatic,first,Diesel,1290000,Tata_Nexon,New,27500.0,10.915106645867503
Mercedes-Benz,A-class Limousine,1,15000.0,Automatic,first,Diesel,3800000,Mercedes-Benz_A-class Limousine,New,15000.0,9.61587214452889
Toyota,Innova Crysta,7,99000.0,Manual,second,Diesel,1875000,Toyota_Innova Crysta,Mid,14142.857142857143,11.502885230075814
Honda,City,13,90000.0,Automatic,second,Hybrid/CNG,150000,Honda_City,Old,6923.076923076923,11.407576060361786
Maruti Suzuki,Ertiga,1,120000.0,Automatic,first,Hybrid/CNG,950000,Maruti Suzuki_Ertiga,New,120000.0,11.695255355062795
Maruti Suzuki,Ciaz,8,114000.0,Manual,first,Petrol,499000,Maruti Suzuki_Ciaz,Mid,14250.0,11.643962499267984
Chevrolet,Sail,8,120000.0,Manual,second,Diesel,245000,Chevrolet_Sail,Mid,15000.0,11.695255355062795
Maruti Suzuki,Swift-Dzire,7,51000.0,Manual,second,Hybrid/CNG,490000,Maruti Suzuki_Swift-Dzire,Mid,7285.714285714285,10.839600519357369
Mahindra,Xylo,9,123000.0,Manual,second,Diesel,725000,Mahindra_Xylo,Mid,13666.666666666666,11.719947764402807
Honda,CRV,14,94000.0,Automatic,second,Petrol,475000,Honda_CRV,Old,6714.285714285715,11.451060699493427
Honda,City,8,69000.0,Manual,second,Hybrid/CNG,575000,Honda_City,Mid,8625.0,11.141876276228
Renault,Duster,10,96500.0,Manual,second,Diesel,270000,Renault_Duster,Mid,9650.0,11.477308649967686
Mercedes-Benz,C-Class,4,29000.0,Automatic,second,Diesel,4000000,Mercedes-Benz_C-Class,Recent,7250.0,10.275085591132715
Lexus,RX,8,11000.0,Automatic,first,Hybrid/CNG,6000000,Lexus_RX,Mid,1375.0,9.305741456739435
Ford,Ecosport,9,68530.0,Manual,second,Diesel,325000,Ford_Ecosport,Mid,7614.444444444444,11.13504147662283
Kia,Sonet,2,26793.0,Manual,first,Petrol,821000,Kia_Sonet,New,13396.5,10.19593326083693
Honda,Jazz,7,52639.0,Automatic,first,Petrol,474000,Honda_Jazz,Mid,7519.857142857143,10.8712315659992
Honda,Amaze,11,66000.0,Manual,second,Hybrid/CNG,285000,Honda_Amaze,Old,6000.0,11.097425172408931
Tata,Harrier,1,7500.0,Manual,first,Diesel,1675000,Tata_Harrier,New,7500.0,8.922791623969637
Porsche,Panamera,4,20000.0,Automatic,first,Petrol,15000000,Porsche_Panamera,Recent,5000.0,9.90353755128617
BMW,5 Series,12,50000.0,Automatic,first,Diesel,1250000,BMW_5 Series,Old,4166.666666666667,10.819798284210286
Maruti Suzuki,Wagon-R,20,110000.0,Manual,second,Petrol,100000,Maruti Suzuki_Wagon-R,Old,5500.0,11.608244735642321
Skoda,Rapid,11,107316.0,Manual,first,Diesel,435000,Skoda_Rapid,Old,9756.0,11.583542350365768
Toyota,Corolla,18,114831.0,Automatic,second,Petrol,225000,Toyota_Corolla,Old,6379.5,11.651225469669853
Mahindra,XUV500,8,80000.0,Manual,second,Diesel,450000,Mahindra_XUV500,Mid,10000.0,11.289794413577894
Hyundai,Creta,8,63500.0,Manual,first,Hybrid/CNG,735000,Hyundai_Creta,Mid,7937.5,11.05881093278828
Maruti Suzuki,Omni,13,55000.0,Manual,second,Petrol,255000,Maruti Suzuki_Omni,Old,4230.7692307692305,10.915106645867503
Tata,Nexon,6,98000.0,Manual,first,Diesel,525000,Tata_Nexon,Mid,16333.333333333334,11.49273296168228
Ford,Endeavour,6,93000.0,Automatic,first,Diesel,1999000,Ford_Endeavour,Mid,15500.0,11.440365524765756
BMW,X3,7,156000.0,Automatic,first,Diesel,2000000,BMW_X3,Mid,22285.714285714286,11.957617696467539
Tata,Altroz,3,27999.0,Manual,first,Petrol,660000,Tata_Altroz,Recent,9333.0,10.239959789157341
Maruti Suzuki,S-Presso,4,19000.0,Automatic,first,Petrol,485000,Maruti Suzuki_S-Presso,Recent,4750.0,9.852246888342531
Tata,Tiago,3,25000.0,Automatic,first,Petrol,650000,Tata_Tiago,Recent,8333.333333333334,10.12667110305036
Kia,Seltos,3,43123.0,Automatic,first,Petrol,1445000,Kia_Seltos,Recent,14374.333333333334,10.67183496565901
Toyota,Corolla Altis,9,65000.0,Automatic,second,Hybrid/CNG,624999,Toyota_Corolla Altis,Mid,7222.222222222223,11.082157933374816
Renault,KWID,7,55000.0,Automatic,second,Hybrid/CNG,219000,Renault_KWID,Mid,7857.142857142857,10.915106645867503
Toyota,Corolla Altis,16,10000.0,Automatic,second,Hybrid/CNG,230000,Toyota_Corolla Altis,Old,625.0,9.210440366976517
Mercedes-Benz,GLA,8,57000.0,Automatic,first,Diesel,1290000,Mercedes-Benz_GLA,Mid,7125.0,10.950824090522445
Hyundai,Santro Xing,14,84500.0,Manual,second,Petrol,180000,Hyundai_Santro Xing,Old,6035.714285714285,11.344518647594766
Maruti Suzuki,Eeco,8,25.0,Automatic,second,Hybrid/CNG,280000,Maruti Suzuki_Eeco,Mid,3.125,3.258096538021482
Toyota,Corolla Altis,14,80000.0,Manual,second,Hybrid/CNG,325000,Toyota_Corolla Altis,Old,5714.285714285715,11.289794413577894
Nissan,Sunny,10,78500.0,Automatic,second,Hybrid/CNG,470000,Nissan_Sunny,Mid,7850.0,11.270866642542865
Maruti Suzuki,Wagon-R-Stingray,8,24000.0,Automatic,first,Hybrid/CNG,320000,Maruti Suzuki_Wagon-R-Stingray,Mid,3000.0,10.085850775128717
Maruti Suzuki,Wagon-R,2,23000.0,Manual,first,Hybrid/CNG,595000,Maruti Suzuki_Wagon-R,New,11500.0,10.043292972227004
Maruti Suzuki,Ertiga,0,5000.0,Manual,first,Hybrid/CNG,1225000,Maruti Suzuki_Ertiga,New,5000.0,8.517393171418904
Kia,Carens,2,39000.0,Manual,second,Diesel,1350000,Kia_Carens,New,19500.0,10.571342565808699
Maruti Suzuki,Swift-Dzire,13,73422.0,Manual,second,Hybrid/CNG,225000,Maruti Suzuki_Swift-Dzire,Old,5647.846153846154,11.203992517016918
Hyundai,Xcent,4,172000.0,Manual,second,Diesel,545000,Hyundai_Xcent,Recent,43000.0,12.055255569732177
Maruti Suzuki,Celerio,7,47000.0,Manual,second,Petrol,390000,Maruti Suzuki_Celerio,Mid,6714.285714285715,10.757924157061597
Maruti Suzuki,Vitara-Brezza,6,72000.0,Manual,first,Diesel,575000,Maruti Suzuki_Vitara-Brezza,Mid,12000.0,11.184435286790631
Toyota,Corolla Altis,15,75000.0,Manual,second,Hybrid/CNG,235000,Toyota_Corolla Altis,Old,5000.0,11.225256725762893
Maruti Suzuki,Wagon-R-1-0,7,23109.0,Automatic,first,Hybrid/CNG,425000,Maruti Suzuki_Wagon-R-1-0,Mid,3301.285714285714,10.048020703268426
Maruti Suzuki,Ritz,8,128069.0,Manual,first,Diesel,325000,Maruti Suzuki_Ritz,Mid,16008.625,11.760332268420118
Hyundai,i20 Active,9,47000.0,Manual,first,Diesel,649999,Hyundai_i20 Active,Mid,5222.222222222223,10.757924157061597
Hyundai,Creta,1,70000.0,Automatic,first,Diesel,1800000,Hyundai_Creta,New,70000.0,11.156264806643742
Renault,KWID,8,17000.0,Manual,second,Petrol,295000,Renault_KWID,Mid,2125.0,9.741027444837728
Maruti Suzuki,Ciaz,6,93500.0,Automatic,first,Hybrid/CNG,550000,Maruti Suzuki_Ciaz,Mid,15583.333333333334,11.445727410406752
Honda,City,14,126000.0,Manual,second,Petrol,375000,Honda_City,Old,9000.0,11.744045122410057
Maruti Suzuki,Alto-800,13,0.0,Manual,second,Petrol,140000,Maruti Suzuki_Alto-800,Old,0.0,0.0
Maruti Suzuki,Wagon-R,12,83000.0,Manual,second,Petrol,210000,Maruti Suzuki_Wagon-R,Old,6916.666666666667,11.326607934898927
Maruti Suzuki,Swift,8,47884.0,Manual,first,Petrol,450000,Maruti Suzuki_Swift,Mid,5985.5,10.77655758195572
Land Rover,Range Rover Sport,5,64000.0,Automatic,first,Diesel,7900000,Land Rover_Range Rover Sport,Recent,12800.0,11.06665398721974
Kia,Carnival,3,23000.0,Automatic,first,Diesel,2695000,Kia_Carnival,Recent,7666.666666666667,10.043292972227004
Toyota,Fortuner,3,31500.0,Automatic,first,Diesel,3699000,Toyota_Fortuner,Recent,10500.0,10.357774570341576
Maruti Suzuki,Wagon-R,3,75000.0,Manual,first,Hybrid/CNG,499000,Maruti Suzuki_Wagon-R,Recent,25000.0,11.225256725762893
Maruti Suzuki,Baleno,5,65000.0,Automatic,second,Petrol,585000,Maruti Suzuki_Baleno,Recent,13000.0,11.082157933374816
Hyundai,Grand i10,6,28000.0,Automatic,first,Hybrid/CNG,650000,Hyundai_Grand i10,Mid,4666.666666666667,10.239995502805316
Maruti Suzuki,Swift-Dzire,9,87419.0,Manual,second,Petrol,520000,Maruti Suzuki_Swift-Dzire,Mid,9713.222222222223,11.378479368417306
Hyundai,Grand i10,6,65000.0,Manual,first,Diesel,445000,Hyundai_Grand i10,Mid,10833.333333333334,11.082157933374816
Volkswagen,VentoTest,9,69000.0,Automatic,second,Petrol,525000,Volkswagen_VentoTest,Mid,7666.666666666667,11.141876276228
Maruti Suzuki,Wagon-R,15,90000.0,Manual,second,Petrol,120000,Maruti Suzuki_Wagon-R,Old,6000.0,11.407576060361786
Audi,A6,3,8000.0,Automatic,first,Petrol,5900000,Audi_A6,Recent,2666.6666666666665,8.987321812850125
BMW,5 Series,1,7000.0,Automatic,first,Diesel,6600000,BMW_5 Series,New,7000.0,8.853808274977197
Maruti Suzuki,Wagon-R,12,35.0,Automatic,second,Hybrid/CNG,140000,Maruti Suzuki_Wagon-R,Old,2.9166666666666665,3.58351893845611
Ford,Ecosport,8,69000.0,Manual,first,Diesel,499000,Ford_Ecosport,Mid,8625.0,11.141876276228
Maruti Suzuki,Alto-800,7,75000.0,Automatic,first,Hybrid/CNG,230000,Maruti Suzuki_Alto-800,Mid,10714.285714285714,11.225256725762893
Maruti Suzuki,Zen-Estilo,12,75000.0,Manual,second,Hybrid/CNG,210000,Maruti Suzuki_Zen-Estilo,Old,6250.0,11.225256725762893
Toyota,Glanza,1,49000.0,Manual,first,Hybrid/CNG,830000,Toyota_Glanza,New,49000.0,10.799595985047786
Maruti Suzuki,Baleno,1,22000.0,Manual,first,Petrol,939999,Maruti Suzuki_Baleno,New,22000.0,9.99884318585288
Maruti Suzuki,Ritz,8,85000.0,Manual,first,Hybrid/CNG,260000,Maruti Suzuki_Ritz,Mid,10625.0,11.350418300109132
Renault,Duster,7,102500.0,Automatic,second,Diesel,600000,Renault_Duster,Mid,14642.857142857143,11.537627833610571
Maruti Suzuki,Swift,12,112.0,Manual,second,Diesel,399000,Maruti Suzuki_Swift,Old,9.333333333333334,4.727387818712341
Maruti Suzuki,Baleno,7,57500.0,Automatic,first,Hybrid/CNG,565000,Maruti Suzuki_Baleno,Mid,8214.285714285714,10.959557617938563
Maruti Suzuki,Ignis,6,46000.0,Automatic,first,Hybrid/CNG,500000,Maruti Suzuki_Ignis,Mid,7666.666666666667,10.736418414365376
Skoda,Octavia,10,78000.0,Automatic,second,Diesel,610000,Skoda_Octavia,Mid,7800.0,11.264476926102367
Land Rover,Range Rover Velar,4,54000.0,Automatic,second,Petrol,7500000,Land Rover_Range Rover Velar,Recent,13500.0,10.896757843893464
Maruti Suzuki,Ertiga,10,86000.0,Manual,second,Hybrid/CNG,585000,Maruti Suzuki_Ertiga,Mid,8600.0,11.362114203075018
Toyota,Innova Crysta,7,35000.0,Automatic,second,Diesel,2500000,Toyota_Innova Crysta,Mid,5000.0,10.463131911491967
Hyundai,Elite i20,7,40000.0,Manual,first,Petrol,449000,Hyundai_Elite i20,Mid,5714.285714285715,10.596659732783579
Hyundai,Elantra,9,70000.0,Automatic,second,Petrol,575000,Hyundai_Elantra,Mid,7777.777777777777,11.156264806643742
Maruti Suzuki,Swift-Dzire,13,103000.0,Manual,second,Petrol,295000,Maruti Suzuki_Swift-Dzire,Old,7923.076923076923,11.542493975902508
Hyundai,Grand i10,5,42000.0,Manual,first,Hybrid/CNG,450000,Hyundai_Grand i10,Recent,8400.0,10.645448706505872
Hyundai,Santro,21,0.0,Manual,second,Hybrid/CNG,52000,Hyundai_Santro,Old,0.0,0.0
Hyundai,Creta,6,57000.0,Automatic,first,Petrol,1075000,Hyundai_Creta,Mid,9500.0,10.950824090522445
Honda,City,15,120000.0,Manual,second,Petrol,225000,Honda_City,Old,8000.0,11.695255355062795
Hyundai,Xcent Prime,2,105000.0,Automatic,first,Hybrid/CNG,170000,Hyundai_Xcent Prime,New,52500.0,11.561725152903833
Chevrolet,Cruze,10,60000.0,Automatic,second,Diesel,450000,Chevrolet_Cruze,Mid,6000.0,11.002116507732017
Maruti Suzuki,Wagon-R,12,150000.0,Automatic,second,Hybrid/CNG,210000,Maruti Suzuki_Wagon-R,Old,12500.0,11.918397239722838
Honda,Civic,14,75000.0,Manual,second,Hybrid/CNG,250000,Honda_Civic,Old,5357.142857142857,11.225256725762893
Chevrolet,OptraSRV,18,90000.0,Manual,second,Petrol,149000,Chevrolet_OptraSRV,Old,5000.0,11.407576060361786
Maruti Suzuki,Baleno,7,57000.0,Manual,first,Diesel,650000,Maruti Suzuki_Baleno,Mid,8142.857142857143,10.950824090522445
Hyundai,New Santro,5,82000.0,Manual,first,Hybrid/CNG,455000,Hyundai_New Santro,Recent,16400.0,11.314486721293981
Maruti Suzuki,Wagon-R-1-0,2,27100.0,Manual,first,Hybrid/CNG,645000,Maruti Suzuki_Wagon-R-1-0,New,13550.0,10.207325906555994
Hyundai,Creta,4,75000.0,Automatic,second,Diesel,1675000,Hyundai_Creta,Recent,18750.0,11.225256725762893
Tata,Altroz,1,20000.0,Automatic,first,Hybrid/CNG,655000,Tata_Altroz,New,20000.0,9.90353755128617
Hyundai,Grand i10 Nios,4,62000.0,Manual,first,Petrol,580000,Hyundai_Grand i10 Nios,Recent,15500.0,11.034905792929415
Mercedes-Benz,C Class,5,9000.0,Automatic,first,Petrol,3500000,Mercedes-Benz_C Class,Recent,1800.0,9.105090961257085
Maruti Suzuki,Swift-Dzire,7,170000.0,Automatic,first,Hybrid/CNG,275000,Maruti Suzuki_Swift-Dzire,Mid,24285.714285714286,12.04355959836804
Hyundai,i10,15,103000.0,Manual,second,Hybrid/CNG,95000,Hyundai_i10,Old,6866.666666666667,11.542493975902508
Tata,Nexon,6,76209.0,Automatic,second,Petrol,666000,Tata_Nexon,Mid,12701.5,11.241247966660163
Maruti Suzuki,Ciaz,6,68000.0,Automatic,first,Hybrid/CNG,749000,Maruti Suzuki_Ciaz,Mid,11333.333333333334,11.127277689932466
Volkswagen,Passat,5,70450.0,Automatic,first,Diesel,2200000,Volkswagen_Passat,Recent,14090.0,11.162672711690245
Mahindra,XUV700,2,13000.0,Automatic,first,Petrol,2150000,Mahindra_XUV700,New,6500.0,9.472781556562168
Hyundai,Creta,2,38000.0,Manual,first,Petrol,1175000,Hyundai_Creta,New,19000.0,10.545367754151743
Audi,A3,9,44000.0,Automatic,first,Diesel,1670000,Audi_A3,Mid,4888.888888888889,10.691967639914864
Skoda,Kushaq,3,8600.0,Automatic,first,Petrol,1700000,Skoda_Kushaq,Recent,2866.6666666666665,9.059633754551479
Hyundai,i10,13,85000.0,Manual,second,Petrol,300000,Hyundai_i10,Old,6538.461538461538,11.350418300109132
BMW,3 Series GT,6,70000.0,Automatic,first,Diesel,2090000,BMW_3 Series GT,Mid,11666.666666666666,11.156264806643742
